lake,year,ct
nhdhr_151949390,2013,Heavy consumption
nhdhr_151949390,2014,Heavy consumption
nhdhr_151949390,2015,Heavy consumption
nhdhr_151949390,2016,Heavy consumption
nhdhr_151949390,2017,Heavy consumption
nhdhr_151949390,2018,Heavy consumption
nhdhr_151949699,1979,Heavy consumption
nhdhr_151949699,1980,Heavy consumption
nhdhr_151949699,1981,Heavy consumption
nhdhr_151949699,1982,Heavy consumption
nhdhr_151949699,1983,Heavy consumption
nhdhr_151949699,1984,Heavy consumption
nhdhr_151949699,1985,Heavy consumption
nhdhr_151949699,1986,Heavy consumption
nhdhr_151949699,1987,Heavy consumption
nhdhr_151949699,1988,Heavy consumption
nhdhr_151949699,1989,Heavy consumption
nhdhr_151949699,1990,Heavy consumption
nhdhr_151949699,1991,Heavy consumption
nhdhr_151949699,1992,Heavy consumption
nhdhr_151949699,1993,Heavy consumption
nhdhr_151949699,1994,Heavy consumption
nhdhr_151949699,1995,Heavy consumption
nhdhr_151949699,1996,Heavy consumption
nhdhr_151949699,1997,Heavy consumption
nhdhr_151949699,1998,Heavy consumption
nhdhr_151949699,1999,Heavy consumption
nhdhr_151949699,2000,Heavy consumption
nhdhr_151949699,2001,Heavy consumption
nhdhr_151949699,2002,Heavy consumption
nhdhr_151949699,2003,Heavy consumption
nhdhr_151949699,2004,Heavy consumption
nhdhr_151949699,2005,Heavy consumption
nhdhr_151949699,2006,Heavy consumption
nhdhr_151949699,2007,Heavy consumption
nhdhr_151949699,2008,Heavy consumption
nhdhr_151949699,2009,Heavy consumption
nhdhr_151949699,2010,Heavy consumption
nhdhr_151949699,2011,Heavy consumption
nhdhr_151949699,2012,Heavy consumption
nhdhr_151949699,2013,Heavy consumption
nhdhr_151949699,2014,Heavy consumption
nhdhr_151949699,2015,Heavy consumption
nhdhr_151949699,2016,Heavy consumption
nhdhr_151949699,2017,Heavy consumption
nhdhr_151949699,2018,Heavy consumption
nhdhr_151949888,1979,Heavy consumption
nhdhr_151949888,1980,Heavy consumption
nhdhr_151949888,1981,Heavy consumption
nhdhr_151949888,1982,Heavy consumption
nhdhr_151949888,1983,Heavy consumption
nhdhr_151949888,1984,Heavy consumption
nhdhr_151949888,1985,Heavy consumption
nhdhr_151949888,1986,Heavy consumption
nhdhr_151949888,1987,Heavy consumption
nhdhr_151949888,1988,Heavy consumption
nhdhr_151949888,1989,Heavy consumption
nhdhr_151949888,1990,Heavy consumption
nhdhr_151949888,1991,Heavy consumption
nhdhr_151949888,1992,Heavy consumption
nhdhr_151949888,1993,Heavy consumption
nhdhr_151949888,1994,Heavy consumption
nhdhr_151949888,1995,Heavy consumption
nhdhr_151949888,1996,Heavy consumption
nhdhr_151949888,1997,Heavy consumption
nhdhr_151949888,1998,Heavy consumption
nhdhr_151949888,1999,Heavy consumption
nhdhr_151949888,2000,Heavy consumption
nhdhr_151949888,2001,Heavy consumption
nhdhr_151949888,2002,Heavy consumption
nhdhr_151949888,2003,Heavy consumption
nhdhr_151949888,2004,Heavy consumption
nhdhr_151949888,2005,Heavy consumption
nhdhr_151949888,2006,Heavy consumption
nhdhr_151949888,2007,Heavy consumption
nhdhr_151949888,2008,Heavy consumption
nhdhr_151949888,2009,Heavy consumption
nhdhr_151949888,2010,Heavy consumption
nhdhr_151949888,2011,Heavy consumption
nhdhr_151949888,2012,Heavy consumption
nhdhr_151949888,2013,Heavy consumption
nhdhr_151949888,2014,Heavy consumption
nhdhr_151949888,2015,Heavy consumption
nhdhr_151949888,2016,Heavy consumption
nhdhr_151949888,2017,Heavy consumption
nhdhr_151949888,2018,Heavy consumption
nhdhr_152335370,1979,Heavy consumption
nhdhr_152335370,1980,Heavy consumption
nhdhr_152335370,1981,Heavy consumption
nhdhr_152335370,1982,Heavy consumption
nhdhr_152335370,1983,Heavy consumption
nhdhr_152335370,1984,Heavy consumption
nhdhr_152335370,1985,Heavy consumption
nhdhr_152335370,1986,Heavy consumption
nhdhr_152335370,1987,Heavy consumption
nhdhr_152335370,1988,Heavy consumption
nhdhr_152335370,1989,Heavy consumption
nhdhr_152335370,1990,Heavy consumption
nhdhr_152335370,1991,Heavy consumption
nhdhr_152335370,1992,Heavy consumption
nhdhr_152335370,1993,Heavy consumption
nhdhr_152335370,1994,Heavy consumption
nhdhr_152335370,1995,Heavy consumption
nhdhr_152335370,1996,Heavy consumption
nhdhr_152335370,1997,Heavy consumption
nhdhr_152335370,1998,Heavy consumption
nhdhr_152335370,1999,Heavy consumption
nhdhr_152335370,2000,Heavy consumption
nhdhr_152335370,2001,Heavy consumption
nhdhr_152335370,2002,Heavy consumption
nhdhr_152335370,2003,Heavy consumption
nhdhr_152335370,2004,Heavy consumption
nhdhr_152335370,2005,Heavy consumption
nhdhr_152335370,2006,Heavy consumption
nhdhr_152335370,2007,Heavy consumption
nhdhr_152335370,2008,Heavy consumption
nhdhr_152335370,2009,Heavy consumption
nhdhr_152335370,2010,Heavy consumption
nhdhr_152335370,2011,Heavy consumption
nhdhr_152335370,2012,Heavy consumption
nhdhr_152335370,2013,Heavy consumption
nhdhr_152335370,2014,Heavy consumption
nhdhr_152335370,2015,Heavy consumption
nhdhr_152335370,2016,Heavy consumption
nhdhr_152335370,2017,Heavy consumption
nhdhr_152335370,2018,Heavy consumption
nhdhr_152517995,1979,Heavy consumption
nhdhr_152517995,1980,Heavy consumption
nhdhr_152517995,1981,Heavy consumption
nhdhr_152517995,1982,Heavy consumption
nhdhr_152517995,1983,Heavy consumption
nhdhr_152517995,1984,Heavy consumption
nhdhr_152517995,1985,Heavy consumption
nhdhr_152517995,1986,Heavy consumption
nhdhr_152517995,1987,Heavy consumption
nhdhr_152517995,1988,Heavy consumption
nhdhr_152517995,1989,Heavy consumption
nhdhr_152517995,1990,Heavy consumption
nhdhr_152517995,1991,Heavy consumption
nhdhr_152517995,1992,Heavy consumption
nhdhr_152517995,1993,Heavy consumption
nhdhr_152517995,1994,Heavy consumption
nhdhr_152517995,1995,Heavy consumption
nhdhr_152517995,1996,Heavy consumption
nhdhr_152517995,1997,Heavy consumption
nhdhr_152517995,1998,Heavy consumption
nhdhr_152517995,1999,Heavy consumption
nhdhr_152517995,2000,Heavy consumption
nhdhr_152517995,2001,Heavy consumption
nhdhr_152517995,2002,Heavy consumption
nhdhr_152517995,2003,Heavy consumption
nhdhr_152517995,2004,Heavy consumption
nhdhr_152517995,2005,Heavy consumption
nhdhr_152517995,2006,Heavy consumption
nhdhr_152517995,2007,Heavy consumption
nhdhr_152517995,2008,Heavy consumption
nhdhr_152517995,2009,Heavy consumption
nhdhr_152517995,2010,Heavy consumption
nhdhr_152517995,2011,Heavy consumption
nhdhr_152517995,2012,Heavy consumption
nhdhr_152517995,2013,Heavy consumption
nhdhr_152517995,2014,Heavy consumption
nhdhr_152517995,2015,Heavy consumption
nhdhr_152517995,2016,Heavy consumption
nhdhr_152517995,2017,Heavy consumption
nhdhr_152517995,2018,Heavy consumption
nhdhr_152518175,1979,Heavy consumption
nhdhr_152518175,1980,Heavy consumption
nhdhr_152518175,1981,Heavy consumption
nhdhr_152518175,1982,Heavy consumption
nhdhr_152518175,1983,Heavy consumption
nhdhr_152518175,1984,Heavy consumption
nhdhr_152518175,1985,Heavy consumption
nhdhr_152518175,1986,Heavy consumption
nhdhr_152518175,1987,Heavy consumption
nhdhr_152518175,1988,Heavy consumption
nhdhr_152518175,1989,Heavy consumption
nhdhr_152518175,1990,Heavy consumption
nhdhr_152518175,1991,Heavy consumption
nhdhr_152518175,1992,Heavy consumption
nhdhr_152518175,1993,Heavy consumption
nhdhr_152518175,1994,Heavy consumption
nhdhr_152518175,1995,Heavy consumption
nhdhr_152518175,1996,Heavy consumption
nhdhr_152518175,1997,Heavy consumption
nhdhr_152518175,1998,Heavy consumption
nhdhr_152518175,1999,Heavy consumption
nhdhr_152518175,2000,Heavy consumption
nhdhr_152518175,2001,Heavy consumption
nhdhr_152518175,2002,Heavy consumption
nhdhr_152518175,2003,Heavy consumption
nhdhr_152518175,2004,Heavy consumption
nhdhr_152518175,2005,Heavy consumption
nhdhr_152518175,2006,Heavy consumption
nhdhr_152518175,2007,Heavy consumption
nhdhr_152518175,2008,Heavy consumption
nhdhr_152518175,2009,Heavy consumption
nhdhr_152518175,2010,Heavy consumption
nhdhr_152518175,2011,Heavy consumption
nhdhr_152518175,2012,Heavy consumption
nhdhr_152518175,2013,Heavy consumption
nhdhr_152518175,2014,Heavy consumption
nhdhr_152518175,2015,Heavy consumption
nhdhr_152518175,2016,Heavy consumption
nhdhr_152518175,2017,Heavy consumption
nhdhr_152518175,2018,Heavy consumption
nhdhr_155442361,1979,Heavy consumption
nhdhr_155442361,1980,Heavy consumption
nhdhr_155442361,1981,Heavy consumption
nhdhr_155442361,1982,Heavy consumption
nhdhr_155442361,1983,Heavy consumption
nhdhr_155442361,1984,Heavy consumption
nhdhr_155442361,1985,Heavy consumption
nhdhr_155442361,1986,Heavy consumption
nhdhr_155442361,1987,Heavy consumption
nhdhr_155442361,1988,Heavy consumption
nhdhr_155442361,1989,Heavy consumption
nhdhr_155442361,1990,Heavy consumption
nhdhr_155442361,1991,Heavy consumption
nhdhr_155442361,1992,Heavy consumption
nhdhr_155442361,1993,Heavy consumption
nhdhr_155442361,1994,Heavy consumption
nhdhr_155442361,1995,Heavy consumption
nhdhr_155442361,1996,Heavy consumption
nhdhr_155442361,1997,Heavy consumption
nhdhr_155442361,1998,Heavy consumption
nhdhr_155442361,1999,Heavy consumption
nhdhr_155442361,2000,Heavy consumption
nhdhr_155442361,2001,Heavy consumption
nhdhr_155442361,2002,Heavy consumption
nhdhr_155442361,2003,Heavy consumption
nhdhr_155442361,2004,Heavy consumption
nhdhr_155442361,2005,Heavy consumption
nhdhr_155442361,2006,Heavy consumption
nhdhr_155442361,2007,Heavy consumption
nhdhr_155442361,2008,Heavy consumption
nhdhr_155442361,2009,Heavy consumption
nhdhr_155442361,2010,Heavy consumption
nhdhr_155442361,2011,Heavy consumption
nhdhr_155442361,2012,Heavy consumption
nhdhr_155442361,2013,Heavy consumption
nhdhr_155442361,2014,Heavy consumption
nhdhr_155442361,2015,Heavy consumption
nhdhr_155442361,2016,Heavy consumption
nhdhr_155442361,2017,Heavy consumption
nhdhr_155442361,2018,Heavy consumption
nhdhr_155442829,1979,Heavy consumption
nhdhr_155442829,1980,Heavy consumption
nhdhr_155442829,1981,Heavy consumption
nhdhr_155442829,1982,Heavy consumption
nhdhr_155442829,1983,Heavy consumption
nhdhr_155442829,1984,Heavy consumption
nhdhr_155442829,1985,Heavy consumption
nhdhr_155442829,1986,Heavy consumption
nhdhr_155442829,1987,Heavy consumption
nhdhr_155442829,1988,Heavy consumption
nhdhr_155442829,1989,Heavy consumption
nhdhr_155442829,1990,Heavy consumption
nhdhr_155442829,1991,Heavy consumption
nhdhr_155442829,1992,Heavy consumption
nhdhr_155442829,1993,Heavy consumption
nhdhr_155442829,1994,Heavy consumption
nhdhr_155442829,1995,Heavy consumption
nhdhr_155442829,1996,Heavy consumption
nhdhr_155442829,1997,Heavy consumption
nhdhr_155442829,1998,Heavy consumption
nhdhr_155442829,1999,Heavy consumption
nhdhr_155442829,2000,Heavy consumption
nhdhr_155442829,2001,Heavy consumption
nhdhr_155442829,2002,Heavy consumption
nhdhr_155442829,2003,Heavy consumption
nhdhr_155442829,2004,Heavy consumption
nhdhr_155442829,2005,Heavy consumption
nhdhr_155442829,2006,Heavy consumption
nhdhr_155442829,2007,Heavy consumption
nhdhr_155442829,2008,Heavy consumption
nhdhr_155442829,2009,Heavy consumption
nhdhr_155442829,2010,Heavy consumption
nhdhr_155442829,2011,Heavy consumption
nhdhr_155442829,2012,Heavy consumption
nhdhr_155442829,2013,Heavy consumption
nhdhr_155442829,2014,Heavy consumption
nhdhr_155442829,2015,Heavy consumption
nhdhr_155442829,2016,Heavy consumption
nhdhr_155442829,2017,Heavy consumption
nhdhr_155442829,2018,Heavy consumption
nhdhr_155444180,1979,Heavy consumption
nhdhr_155444180,1980,Heavy consumption
nhdhr_155444180,1981,Heavy consumption
nhdhr_155444180,1982,Heavy consumption
nhdhr_155444180,1983,Heavy consumption
nhdhr_155444180,1984,Heavy consumption
nhdhr_155444180,1985,Heavy consumption
nhdhr_155444180,1986,Heavy consumption
nhdhr_155444180,1987,Heavy consumption
nhdhr_155444180,1988,Heavy consumption
nhdhr_155444180,1989,Heavy consumption
nhdhr_155444180,1990,Heavy consumption
nhdhr_155444180,1991,Heavy consumption
nhdhr_155444180,1992,Heavy consumption
nhdhr_155444180,1993,Heavy consumption
nhdhr_155444180,1994,Heavy consumption
nhdhr_155444180,1995,Heavy consumption
nhdhr_155444180,1996,Heavy consumption
nhdhr_155444180,1997,Heavy consumption
nhdhr_155444180,1998,Heavy consumption
nhdhr_155444180,1999,Heavy consumption
nhdhr_155444180,2000,Heavy consumption
nhdhr_155444180,2001,Heavy consumption
nhdhr_155444180,2002,Heavy consumption
nhdhr_155444180,2003,Heavy consumption
nhdhr_155444180,2004,Heavy consumption
nhdhr_155444180,2005,Heavy consumption
nhdhr_155444180,2006,Heavy consumption
nhdhr_155444180,2007,Heavy consumption
nhdhr_155444180,2008,Heavy consumption
nhdhr_155444180,2009,Heavy consumption
nhdhr_155444180,2010,Heavy consumption
nhdhr_155444180,2011,Heavy consumption
nhdhr_155444180,2012,Heavy consumption
nhdhr_155444180,2013,Heavy consumption
nhdhr_155444180,2014,Heavy consumption
nhdhr_155444180,2015,Heavy consumption
nhdhr_155444180,2016,Heavy consumption
nhdhr_155444180,2017,Heavy consumption
nhdhr_155444180,2018,Heavy consumption
nhdhr_155444215,1979,Heavy consumption
nhdhr_155444215,1980,Heavy consumption
nhdhr_155444215,1981,Heavy consumption
nhdhr_155444215,1982,Heavy consumption
nhdhr_155444215,1983,Heavy consumption
nhdhr_155444215,1984,Heavy consumption
nhdhr_155444215,1985,Heavy consumption
nhdhr_155444215,1986,Heavy consumption
nhdhr_155444215,1987,Heavy consumption
nhdhr_155444215,1988,Heavy consumption
nhdhr_155444215,1989,Heavy consumption
nhdhr_155444215,1990,Heavy consumption
nhdhr_155444215,1991,Heavy consumption
nhdhr_155444215,1992,Heavy consumption
nhdhr_155444215,1993,Heavy consumption
nhdhr_155444215,1994,Heavy consumption
nhdhr_155444215,1995,Heavy consumption
nhdhr_155444215,1996,Heavy consumption
nhdhr_155444215,1997,Heavy consumption
nhdhr_155444215,1998,Heavy consumption
nhdhr_155444215,1999,Heavy consumption
nhdhr_155444215,2000,Heavy consumption
nhdhr_155444215,2001,Heavy consumption
nhdhr_155444215,2002,Heavy consumption
nhdhr_155444215,2003,Heavy consumption
nhdhr_155444215,2004,Heavy consumption
nhdhr_155444215,2005,Heavy consumption
nhdhr_155444215,2006,Heavy consumption
nhdhr_155444215,2007,Heavy consumption
nhdhr_155444215,2008,Heavy consumption
nhdhr_155444215,2009,Heavy consumption
nhdhr_155444215,2010,Heavy consumption
nhdhr_155444215,2011,Heavy consumption
nhdhr_155444215,2012,Heavy consumption
nhdhr_155444215,2013,Heavy consumption
nhdhr_155444215,2014,Heavy consumption
nhdhr_155444215,2015,Heavy consumption
nhdhr_155444215,2016,Heavy consumption
nhdhr_155444215,2017,Heavy consumption
nhdhr_155444215,2018,Heavy consumption
nhdhr_155445200,1979,Heavy consumption
nhdhr_155445200,1980,Heavy consumption
nhdhr_155445200,1981,Heavy consumption
nhdhr_155445200,1982,Heavy consumption
nhdhr_155445200,1983,Heavy consumption
nhdhr_155445200,1984,Heavy consumption
nhdhr_155445200,1985,Heavy consumption
nhdhr_155445200,1986,Heavy consumption
nhdhr_155445200,1987,Heavy consumption
nhdhr_155445200,1988,Heavy consumption
nhdhr_155445200,1989,Heavy consumption
nhdhr_155445200,1990,Heavy consumption
nhdhr_155445200,1991,Heavy consumption
nhdhr_155445200,1992,Heavy consumption
nhdhr_155445200,1993,Heavy consumption
nhdhr_155445200,1994,Heavy consumption
nhdhr_155445200,1995,Heavy consumption
nhdhr_155445200,1996,Heavy consumption
nhdhr_155445200,1997,Heavy consumption
nhdhr_155445200,1998,Heavy consumption
nhdhr_155445200,1999,Heavy consumption
nhdhr_155445200,2000,Heavy consumption
nhdhr_155445200,2001,Heavy consumption
nhdhr_155445200,2002,Heavy consumption
nhdhr_155445200,2003,Heavy consumption
nhdhr_155445200,2004,Heavy consumption
nhdhr_155445200,2005,Heavy consumption
nhdhr_155445200,2006,Heavy consumption
nhdhr_155445200,2007,Heavy consumption
nhdhr_155445200,2008,Heavy consumption
nhdhr_155445200,2009,Heavy consumption
nhdhr_155445200,2010,Heavy consumption
nhdhr_155445200,2011,Heavy consumption
nhdhr_155445200,2012,Heavy consumption
nhdhr_155445200,2013,Heavy consumption
nhdhr_155445200,2014,Heavy consumption
nhdhr_155445200,2015,Heavy consumption
nhdhr_155445200,2016,Heavy consumption
nhdhr_155445200,2017,Heavy consumption
nhdhr_155445200,2018,Heavy consumption
nhdhr_155636540,1979,Heavy consumption
nhdhr_155636540,1980,Heavy consumption
nhdhr_155636540,1981,Heavy consumption
nhdhr_155636540,1982,Heavy consumption
nhdhr_155636540,1983,Heavy consumption
nhdhr_155636540,1984,Heavy consumption
nhdhr_155636540,1985,Heavy consumption
nhdhr_155636540,1986,Heavy consumption
nhdhr_155636540,1987,Heavy consumption
nhdhr_155636540,1988,Heavy consumption
nhdhr_155636540,1989,Heavy consumption
nhdhr_155636540,1990,Heavy consumption
nhdhr_155636540,1991,Heavy consumption
nhdhr_155636540,1992,Heavy consumption
nhdhr_155636540,1993,Heavy consumption
nhdhr_155636540,1994,Heavy consumption
nhdhr_155636540,1995,Heavy consumption
nhdhr_155636540,1996,Heavy consumption
nhdhr_155636540,1997,Heavy consumption
nhdhr_155636540,1998,Heavy consumption
nhdhr_155636540,1999,Heavy consumption
nhdhr_155636540,2000,Heavy consumption
nhdhr_155636540,2001,Heavy consumption
nhdhr_155636540,2002,Heavy consumption
nhdhr_155636540,2003,Heavy consumption
nhdhr_155636540,2004,Heavy consumption
nhdhr_155636540,2005,Heavy consumption
nhdhr_155636540,2006,Heavy consumption
nhdhr_155636540,2007,Heavy consumption
nhdhr_155636540,2008,Heavy consumption
nhdhr_155636540,2009,Heavy consumption
nhdhr_155636540,2010,Heavy consumption
nhdhr_155636540,2011,Heavy consumption
nhdhr_155636540,2012,Heavy consumption
nhdhr_155636540,2013,Heavy consumption
nhdhr_155636540,2014,Heavy consumption
nhdhr_155636540,2015,Heavy consumption
nhdhr_155636540,2016,Heavy consumption
nhdhr_155636540,2017,Heavy consumption
nhdhr_155636540,2018,Heavy consumption
nhdhr_157067854,1979,Heavy consumption
nhdhr_157067854,1980,Heavy consumption
nhdhr_157067854,1981,Heavy consumption
nhdhr_157067854,1982,Heavy consumption
nhdhr_157067854,1983,Heavy consumption
nhdhr_157067854,1984,Heavy consumption
nhdhr_157067854,1985,Heavy consumption
nhdhr_157067854,1986,Heavy consumption
nhdhr_157067854,1987,Heavy consumption
nhdhr_157067854,1988,Heavy consumption
nhdhr_157067854,1989,Heavy consumption
nhdhr_157067854,1990,Heavy consumption
nhdhr_157067854,1991,Heavy consumption
nhdhr_157067854,1992,Heavy consumption
nhdhr_157067854,1993,Heavy consumption
nhdhr_157067854,1994,Heavy consumption
nhdhr_157067854,1995,Heavy consumption
nhdhr_157067854,1996,Heavy consumption
nhdhr_157067854,1997,Heavy consumption
nhdhr_157067854,1998,Heavy consumption
nhdhr_157067854,1999,Heavy consumption
nhdhr_157067854,2000,Heavy consumption
nhdhr_157067854,2001,Heavy consumption
nhdhr_157067854,2002,Heavy consumption
nhdhr_157067854,2003,Heavy consumption
nhdhr_157067854,2004,Heavy consumption
nhdhr_157067854,2005,Heavy consumption
nhdhr_157067854,2006,Heavy consumption
nhdhr_157067854,2007,Heavy consumption
nhdhr_157067854,2008,Heavy consumption
nhdhr_157067854,2009,Heavy consumption
nhdhr_157067854,2010,Heavy consumption
nhdhr_157067854,2011,Heavy consumption
nhdhr_157067854,2012,Heavy consumption
nhdhr_157067854,2013,Heavy consumption
nhdhr_157067854,2014,Heavy consumption
nhdhr_157067854,2015,Heavy consumption
nhdhr_157067854,2016,Heavy consumption
nhdhr_157067854,2017,Heavy consumption
nhdhr_157067854,2018,Heavy consumption
nhdhr_157076137,1979,Heavy consumption
nhdhr_157076137,1980,Heavy consumption
nhdhr_157076137,1981,Heavy consumption
nhdhr_157076137,1982,Heavy consumption
nhdhr_157076137,1983,Heavy consumption
nhdhr_157076137,1984,Heavy consumption
nhdhr_157076137,1985,Heavy consumption
nhdhr_157076137,1986,Heavy consumption
nhdhr_157076137,1987,Heavy consumption
nhdhr_157076137,1988,Heavy consumption
nhdhr_157076137,1989,Heavy consumption
nhdhr_157076137,1990,Heavy consumption
nhdhr_157076137,1991,Heavy consumption
nhdhr_157076137,1992,Heavy consumption
nhdhr_157076137,1993,Heavy consumption
nhdhr_157076137,1994,Heavy consumption
nhdhr_157076137,1995,Heavy consumption
nhdhr_157076137,1996,Heavy consumption
nhdhr_157076137,1997,Heavy consumption
nhdhr_157076137,1998,Heavy consumption
nhdhr_157076137,1999,Heavy consumption
nhdhr_157076137,2000,Heavy consumption
nhdhr_157076137,2001,Heavy consumption
nhdhr_157076137,2002,Heavy consumption
nhdhr_157076137,2003,Heavy consumption
nhdhr_157076137,2004,Heavy consumption
nhdhr_157076137,2005,Heavy consumption
nhdhr_157076137,2006,Heavy consumption
nhdhr_157076137,2007,Heavy consumption
nhdhr_157076137,2008,Heavy consumption
nhdhr_157076137,2009,Heavy consumption
nhdhr_157076137,2010,Heavy consumption
nhdhr_157076137,2011,Heavy consumption
nhdhr_157076137,2012,Heavy consumption
nhdhr_157076137,2013,Heavy consumption
nhdhr_157076137,2014,Heavy consumption
nhdhr_157076137,2015,Heavy consumption
nhdhr_157076137,2016,Heavy consumption
nhdhr_157076137,2017,Heavy consumption
nhdhr_157076137,2018,Heavy consumption
nhdhr_159101724,1979,Heavy consumption
nhdhr_159101724,1980,Heavy consumption
nhdhr_159101724,1981,Heavy consumption
nhdhr_159101724,1982,Heavy consumption
nhdhr_159101724,1983,Heavy consumption
nhdhr_159101724,1984,Heavy consumption
nhdhr_159101724,1985,Heavy consumption
nhdhr_159101724,1986,Heavy consumption
nhdhr_159101724,1987,Heavy consumption
nhdhr_159101724,1988,Heavy consumption
nhdhr_159101724,1989,Heavy consumption
nhdhr_159101724,1990,Heavy consumption
nhdhr_159101724,1991,Heavy consumption
nhdhr_159101724,1992,Heavy consumption
nhdhr_159101724,1993,Heavy consumption
nhdhr_159101724,1994,Heavy consumption
nhdhr_159101724,1995,Heavy consumption
nhdhr_159101724,1996,Heavy consumption
nhdhr_159101724,1997,Heavy consumption
nhdhr_159101724,1998,Heavy consumption
nhdhr_159101724,1999,Heavy consumption
nhdhr_159101724,2000,Heavy consumption
nhdhr_159101724,2001,Heavy consumption
nhdhr_159101724,2002,Heavy consumption
nhdhr_159101724,2003,Heavy consumption
nhdhr_159101724,2004,Heavy consumption
nhdhr_159101724,2005,Heavy consumption
nhdhr_159101724,2006,Heavy consumption
nhdhr_159101724,2007,Heavy consumption
nhdhr_159101724,2008,Heavy consumption
nhdhr_159101724,2009,Heavy consumption
nhdhr_159101724,2010,Heavy consumption
nhdhr_159101724,2011,Heavy consumption
nhdhr_159101724,2012,Heavy consumption
nhdhr_159101724,2013,Heavy consumption
nhdhr_159101724,2014,Heavy consumption
nhdhr_159101724,2015,Heavy consumption
nhdhr_159101724,2016,Heavy consumption
nhdhr_159101724,2017,Heavy consumption
nhdhr_159101724,2018,Heavy consumption
nhdhr_166867846,1979,Heavy consumption
nhdhr_166867846,1980,Heavy consumption
nhdhr_166867846,1981,Heavy consumption
nhdhr_166867846,1982,Heavy consumption
nhdhr_166867846,1983,Heavy consumption
nhdhr_166867846,1984,Heavy consumption
nhdhr_166867846,1985,Heavy consumption
nhdhr_166867846,1986,Heavy consumption
nhdhr_166867846,1987,Heavy consumption
nhdhr_166867846,1988,Heavy consumption
nhdhr_166867846,1989,Heavy consumption
nhdhr_166867846,1990,Heavy consumption
nhdhr_166867846,1991,Heavy consumption
nhdhr_166867846,1992,Heavy consumption
nhdhr_166867846,1993,Heavy consumption
nhdhr_166867846,1994,Heavy consumption
nhdhr_166867846,1995,Heavy consumption
nhdhr_166867846,1996,Heavy consumption
nhdhr_166867846,1997,Heavy consumption
nhdhr_166867846,1998,Heavy consumption
nhdhr_166867846,1999,Heavy consumption
nhdhr_166867846,2000,Heavy consumption
nhdhr_166867846,2001,Heavy consumption
nhdhr_166867846,2002,Heavy consumption
nhdhr_166867846,2003,Heavy consumption
nhdhr_166867846,2004,Heavy consumption
nhdhr_166867846,2005,Heavy consumption
nhdhr_166867846,2006,Heavy consumption
nhdhr_166867846,2007,Heavy consumption
nhdhr_166867846,2008,Heavy consumption
nhdhr_166867846,2009,Heavy consumption
nhdhr_166867846,2010,Heavy consumption
nhdhr_166867846,2011,Heavy consumption
nhdhr_166867846,2012,Heavy consumption
nhdhr_166867846,2013,Heavy consumption
nhdhr_166867846,2014,Heavy consumption
nhdhr_166867846,2015,Heavy consumption
nhdhr_166867846,2016,Heavy consumption
nhdhr_166867846,2017,Heavy consumption
nhdhr_166867846,2018,Heavy consumption
nhdhr_166867852,1979,Heavy consumption
nhdhr_166867852,1980,Heavy consumption
nhdhr_166867852,1981,Heavy consumption
nhdhr_166867852,1982,Heavy consumption
nhdhr_166867852,1983,Heavy consumption
nhdhr_166867852,1984,Heavy consumption
nhdhr_166867852,1985,Heavy consumption
nhdhr_166867852,1986,Heavy consumption
nhdhr_166867852,1987,Heavy consumption
nhdhr_166867852,1988,Heavy consumption
nhdhr_166867852,1989,Heavy consumption
nhdhr_166867852,1990,Heavy consumption
nhdhr_166867852,1991,Heavy consumption
nhdhr_166867852,1992,Heavy consumption
nhdhr_166867852,1993,Heavy consumption
nhdhr_166867852,1994,Heavy consumption
nhdhr_166867852,1995,Heavy consumption
nhdhr_166867852,1996,Heavy consumption
nhdhr_166867852,1997,Heavy consumption
nhdhr_166867852,1998,Heavy consumption
nhdhr_166867852,1999,Heavy consumption
nhdhr_166867852,2000,Heavy consumption
nhdhr_166867852,2001,Heavy consumption
nhdhr_166867852,2002,Heavy consumption
nhdhr_166867852,2003,Heavy consumption
nhdhr_166867852,2004,Heavy consumption
nhdhr_166867852,2005,Heavy consumption
nhdhr_166867852,2006,Heavy consumption
nhdhr_166867852,2007,Heavy consumption
nhdhr_166867852,2008,Heavy consumption
nhdhr_166867852,2009,Heavy consumption
nhdhr_166867852,2010,Heavy consumption
nhdhr_166867852,2011,Heavy consumption
nhdhr_166867852,2012,Heavy consumption
nhdhr_166867852,2013,Heavy consumption
nhdhr_166867852,2014,Heavy consumption
nhdhr_166867852,2015,Heavy consumption
nhdhr_166867852,2016,Heavy consumption
nhdhr_166867852,2017,Heavy consumption
nhdhr_166867852,2018,Heavy consumption
nhdhr_166867860,1979,Low consumption
nhdhr_166867860,1980,Low consumption
nhdhr_166867860,1981,Low consumption
nhdhr_166867860,1982,Low consumption
nhdhr_166867860,1983,Low consumption
nhdhr_166867860,1984,Low consumption
nhdhr_166867860,1985,Low consumption
nhdhr_166867860,1986,Low consumption
nhdhr_166867860,1987,Heavy consumption
nhdhr_166867860,1988,Low consumption
nhdhr_166867860,1989,Low consumption
nhdhr_166867860,1990,Low consumption
nhdhr_166867860,1991,Low consumption
nhdhr_166867860,1992,Low consumption
nhdhr_166867860,1993,Low consumption
nhdhr_166867860,1994,Low consumption
nhdhr_166867860,1995,Low consumption
nhdhr_166867860,1996,Low consumption
nhdhr_166867860,1997,Low consumption
nhdhr_166867860,1998,Low consumption
nhdhr_166867860,1999,Low consumption
nhdhr_166867860,2000,Low consumption
